event_id,event_type,depth,latency_ms
56fc422441ae3af40f28a3aaed79e0570dba24be42a5b1fb932dca237ba77cdd,observation,0,0.002625049091875553
06237e04e43c606f2c8132b68f4c41d28c237b19de0e6668b97d0ebd18d0cca7,order,1,0.0017920974642038345
11c822f8985605327934e1d2f20f029d3f816594866e7bc229787e9a8deda7ab,command,2,0.001374981366097927
1807d9b721c2ba7734a13d4035d819650a9e6afb8a87aec19dd2ee485b401658,outcome,3,0.0007919734343886375
